Social.Category,Source,gender.main,gender_norm.main,gender.ext,gender_norm.ext,gender.red,gender_norm.red,age.main,age_norm.main,age.ext,age_norm.ext,age.red,age_norm.red
builder,GPT2,-0.2069146,0.515432322,0.000865185,0.52044061,-0.1207627,0.522991691,-0.074587904,0.334242708,-0.007170199,0.303716639,-0.052323557,0.447341403
bulimic,GPT2,-0.29278964,0.293098621,-0.037674114,0.195464465,-0.17853199,0.343648011,-0.09622727,0.218942,-0.006696493,0.306877886,-0.08581616,0.147850167
bullfighter,GPT2,-0.26443794,0.366502236,-0.020753356,0.338145907,-0.1659405,0.382738056,-0.09359443,0.232970522,-0.009576419,0.287658884,-0.07525629,0.242276644
bully,GPT2,-0.25353488,0.394730668,-0.018788317,0.354715767,-0.1508224,0.429671914,-0.088431984,0.260477505,-0.008739561,0.293243603,-0.07271834,0.264971022
bum,GPT2,-0.30369046,0.264875989,-0.03309045,0.234115439,-0.19897039,0.28019738,-0.115123935,0.118255184,-0.020828724,0.212567335,-0.09299861,0.083624617
bumpkin,GPT2,-0.28342304,0.3173491,-0.030372286,0.2570359,-0.16917326,0.372702013,-0.100435734,0.196518104,-0.009141914,0.290558526,-0.088955775,0.119775694
bunkmate,GPT2,-0.2702003,0.35158327,-0.02119683,0.334406387,-0.16347525,0.390391378,-0.09547873,0.222930434,-0.010133149,0.283943582,-0.08007323,0.199203512
bureaucrat,GPT2,-0.29722255,0.281621651,-0.0165738,0.373389309,-0.19066836,0.305970877,-0.10542032,0.16995881,-0.020562481,0.214344091,-0.07528068,0.242058548
bursar,GPT2,-0.27019754,0.351590416,-0.014375698,0.391924434,-0.17080943,0.367622554,-0.10098804,0.193575261,-0.021514494,0.207990892,-0.073614195,0.256960276
bushman,GPT2,-0.22262026,0.474769779,0.001365127,0.524656288,-0.14026362,0.462451449,-0.08940045,0.255317242,-0.018695876,0.226800762,-0.062484793,0.356479515
bushwhacker,GPT2,-0.26456475,0.36617392,-0.010352297,0.425851085,-0.16561678,0.383743039,-0.097699784,0.211096026,-0.022755519,0.19970899,-0.06686477,0.317313711
business agent,GPT2,-0.19904643,0.535803309,0.004487772,0.550987463,-0.10506052,0.571738815,-0.055678166,0.434999181,0.011452841,0.427996327,-0.04414751,0.520451708
business editor,GPT2,-0.21687287,0.489649987,0.005062892,0.55583707,-0.12383685,0.513448049,-0.069050625,0.363746909,0.000883974,0.357465659,-0.049674194,0.471032037
business executive,GPT2,-0.17983764,0.585535587,0.008282696,0.582987525,-0.08877994,0.622281571,-0.048069607,0.475539751,0.015538658,0.45526277,-0.03955066,0.561556793
business leader,GPT2,-0.18319552,0.57684191,0.011373667,0.609051617,-0.094523765,0.604449973,-0.052337904,0.452797049,0.009409064,0.41435731,-0.038292356,0.572808561
business traveler,GPT2,-0.17626284,0.594790879,0.007788283,0.57881847,-0.083929986,0.637338162,-0.044237092,0.495960483,0.018332394,0.473906591,-0.037247438,0.58215223
businessperson,GPT2,-0.2156895,0.492713777,-0.000172272,0.511692432,-0.11959245,0.52662471,-0.06227345,0.399857628,0.0095565,0.415341215,-0.05022333,0.466121656
busker,GPT2,-0.25541723,0.389857193,-0.005952337,0.462953007,-0.16646263,0.381117113,-0.09985919,0.199590095,-0.021371499,0.20894516,-0.07119247,0.278615369
busybody,GPT2,-0.25343478,0.39498983,-0.008519029,0.441309809,-0.15799919,0.407391704,-0.08957172,0.254404667,-0.010537023,0.281248354,-0.068097174,0.30629354
butcher,GPT2,-0.17487212,0.598391505,0.013895699,0.630318227,-0.10277265,0.578841464,-0.06595855,0.380222365,-0.007727469,0.299997736,-0.043195814,0.528961784
butler,GPT2,-0.17336112,0.602303541,0.016480895,0.652117457,-0.10035054,0.586360859,-0.06567902,0.381711781,-0.007903939,0.298820074,-0.042125877,0.538529173
butterfly collector,GPT2,-0.1935906,0.549928658,0.003622556,0.543691676,-0.10369525,0.57597727,-0.06847528,0.366812511,-0.000849983,0.345894208,-0.058459222,0.392476217
buyer,GPT2,-0.20039706,0.532306478,0.003238842,0.540456075,-0.10753165,0.564067238,-0.06031416,0.410297284,0.003174118,0.372748792,-0.04431112,0.518988705
bystander,GPT2,-0.22449297,0.469921262,0.000447928,0.516922165,-0.13596947,0.475782558,-0.08266441,0.291208783,-0.009365249,0.289068117,-0.060215145,0.376774733
cabin boy,GPT2,-0.2848752,0.313589403,-0.021297999,0.333553296,-0.18309703,0.329475929,-0.10055822,0.195865464,-0.015908966,0.245399031,-0.074490786,0.249121789
cabinet minister,GPT2,-0.24955311,0.40503962,-0.010762796,0.422389621,-0.14813876,0.438003225,-0.08086968,0.300771616,-0.004860256,0.319131901,-0.060393315,0.375181535
cabinetmaker,GPT2,-0.27214926,0.346537339,-0.018257037,0.359195696,-0.1634632,0.390428787,-0.09050424,0.249435934,-0.006586261,0.307613518,-0.071310565,0.277559362
caddie,GPT2,-0.29096097,0.297833116,-0.021537865,0.331530667,-0.18851367,0.312660072,-0.10806607,0.1558615,-0.019551523,0.221090656,-0.08365076,0.167213198
cadet,GPT2,-0.2826101,0.319453832,-0.020978605,0.336246532,-0.17697026,0.348496372,-0.09797086,0.209651655,-0.012699835,0.266814964,-0.07503588,0.244247553
caffeine addict,GPT2,-0.22817142,0.460397617,-0.006348871,0.459609303,-0.13065198,0.492290606,-0.08062002,0.302101875,-0.006526704,0.308010965,-0.06448466,0.338596682
californian,GPT2,-0.30621767,0.258332947,-0.030314447,0.257523617,-0.19636536,0.288284647,-0.092954576,0.236379846,-0.005641867,0.313915867,-0.06935895,0.295010725
call girl,GPT2,-0.25195533,0.398820182,0.004691396,0.552704492,-0.15209301,0.425727329,-0.08573681,0.27483816,-0.010878449,0.278969869,-0.05753255,0.400762528
caller,GPT2,-0.28097612,0.323684268,-0.020546185,0.339892841,-0.17396817,0.357816305,-0.095747724,0.221497157,-0.007257735,0.303132476,-0.07718818,0.225001662
calligrapher,GPT2,-0.25643957,0.387210316,-0.025298633,0.299818624,-0.13910493,0.466048581,-0.07012236,0.358036399,0.010035569,0.418538252,-0.062305015,0.358087092
calvinist,GPT2,-0.28553635,0.311877661,-0.026246361,0.291827067,-0.18448484,0.325167499,-0.09686929,0.215521134,-0.008502396,0.294826309,-0.078767136,0.210882619
camera operator,GPT2,-0.16801673,0.616140367,0.013170392,0.624202198,-0.07974922,0.650317272,-0.058371894,0.42064623,0.005425003,0.387769932,-0.049940445,0.468651217
cameraman,GPT2,-0.2906589,0.298615187,-0.026321769,0.291191202,-0.17983694,0.339596818,-0.09813988,0.208751069,-0.013399231,0.262147589,-0.07531333,0.241766592
campaigner,GPT2,-0.2162416,0.491284369,-0.008378574,0.442494172,-0.1198373,0.525864578,-0.07446576,0.334893526,0.00307478,0.372085864,-0.065526366,0.329281735
camper,GPT2,-0.30170172,0.270024911,-0.025706865,0.296376276,-0.19343744,0.29737432,-0.1067472,0.162888815,-0.015745383,0.246490691,-0.0862175,0.14426138
campfire girl,GPT2,-0.22517863,0.468146063,-0.001113797,0.503753184,-0.12708104,0.503376522,-0.07536478,0.330103291,-0.002787245,0.332966013,-0.059988722,0.37879941
campmate,GPT2,-0.22623579,0.465409036,-0.000469054,0.509189864,-0.13905796,0.466194398,-0.08342015,0.287181985,-0.009785669,0.286262468,-0.061344966,0.366671861
canadian,GPT2,-0.2522523,0.398051315,-0.025592301,0.297342318,-0.14601973,0.444581714,-0.0746537,0.333892128,0.006286586,0.393519648,-0.069221064,0.296243703
candidate,GPT2,-0.24533111,0.415970536,-0.019954164,0.344884959,-0.14873683,0.436146527,-0.085146956,0.27798107,-0.011343146,0.275868743,-0.060552478,0.373758298
candlemaker,GPT2,-0.26907268,0.35450272,-0.021004317,0.33602972,-0.16787407,0.376735324,-0.10002092,0.198728352,-0.018219348,0.229980842,-0.07551666,0.239948412
candymaker,GPT2,-0.28120375,0.323094925,-0.030957924,0.252097606,-0.16237484,0.393807581,-0.08043591,0.303082866,0.000690694,0.356175819,-0.06328632,0.349312252
cannibal,GPT2,-0.31113404,0.245604281,-0.025573086,0.297504345,-0.20355247,0.265972399,-0.11429128,0.122691807,-0.02488317,0.185510245,-0.08733565,0.13426287
cannoneer,GPT2,-0.28532204,0.312432518,-0.019104268,0.352051564,-0.18136759,0.334844944,-0.10149055,0.190897744,-0.017977921,0.23159199,-0.07631566,0.232803745
canoeist,GPT2,-0.24520189,0.416305091,-0.002879702,0.488862484,-0.15529047,0.415800875,-0.08742853,0.265824194,-0.012281982,0.26960348,-0.061311647,0.3669698
cantor,GPT2,-0.2772956,0.333213272,-0.019826667,0.345960056,-0.17839207,0.34408239,-0.103077784,0.182440509,-0.018275972,0.229602965,-0.080394424,0.196331391
canvasser,GPT2,-0.2788013,0.329314958,-0.021351678,0.333100657,-0.17351788,0.359214221,-0.0947991,0.226551696,-0.011612603,0.274070539,-0.074952126,0.244996482
capitalist,GPT2,-0.10705669,0.773968198,0.014801463,0.63795593,-0.02906691,0.807659555,-0.03941876,0.521633929,0.019561952,0.482111969,-0.04979822,0.469922995
capricorn,GPT2,-0.27669275,0.334774073,-0.032792404,0.236628662,-0.16950522,0.371671449,-0.09633965,0.218343207,-0.00501159,0.318121983,-0.08797054,0.128585676
captain,GPT2,-0.33508438,0.183595952,-0.032489717,0.239181019,-0.23059681,0.182013751,-0.12995897,0.03920989,-0.03647218,0.108171716,-0.09080994,0.103195729
captive,GPT2,-0.28764024,0.306430611,-0.032548998,0.238681142,-0.17999911,0.339093364,-0.11085189,0.141017857,-0.020665295,0.213657968,-0.09176531,0.0946528
captor,GPT2,-0.3167178,0.231147717,-0.03319419,0.233240669,-0.20880744,0.249658443,-0.12327554,0.074821109,-0.030742582,0.146407828,-0.093999766,0.074672269
capturer,GPT2,-0.28674433,0.308750155,-0.026141355,0.292712513,-0.18310489,0.329451528,-0.1060368,0.166674029,-0.020651469,0.213750235,-0.0803287,0.196919096
car-mechanic,GPT2,-0.2480749,0.408866761,-0.02120787,0.334313294,-0.1311688,0.490686148,-0.058624256,0.419301574,0.01546108,0.454745058,-0.050975285,0.459397666
carabineer,GPT2,-0.24303071,0.421926358,-0.016079709,0.377555648,-0.1368499,0.473049279,-0.077692345,0.317701362,-0.002077363,0.337703366,-0.06610468,0.324110444
card player,GPT2,-0.18549384,0.570891473,0.001509439,0.525873178,-0.092710115,0.610080416,-0.055291157,0.437061275,0.010524338,0.421800021,-0.047721487,0.488493165
card shark,GPT2,-0.23923774,0.4317465,-0.010365201,0.425742274,-0.14141946,0.458863166,-0.08287502,0.290086593,-0.002951349,0.331870874,-0.07067044,0.283283367
cardinal,GPT2,-0.24948819,0.4052077,-0.01742943,0.366174353,-0.15053992,0.430548868,-0.09348785,0.23353841,-0.008340433,0.295907159,-0.08341349,0.169334869
cardiologist,GPT2,-0.21566717,0.49277159,-0.003217291,0.486015822,-0.12131161,0.52128761,-0.070138544,0.357950166,0.002442955,0.36786942,-0.05494777,0.42387566
cardsharp,GPT2,-0.24455814,0.417971784,-0.002629991,0.490968132,-0.14710978,0.441197674,-0.08649211,0.270813706,-0.015360494,0.249059224,-0.060108855,0.37772518
career girl,GPT2,-0.1919439,0.554192026,0.004361231,0.549920434,-0.097146355,0.596308192,-0.05678515,0.429100855,0.010682778,0.422857357,-0.050543092,0.463262341
career man,GPT2,-0.21012112,0.507130521,-0.00345251,0.48403238,-0.119958445,0.525488485,-0.06242714,0.399038724,0.007688243,0.402873519,-0.050238557,0.465985496
careerist,GPT2,-0.20229267,0.527398672,-0.000126164,0.51208123,-0.10993279,0.556612944,-0.06182639,0.402239691,0.009686691,0.416210036,-0.053858973,0.433611695
caregiver,GPT2,-0.25876397,0.381192357,-0.017638799,0.364408884,-0.14670007,0.442469611,-0.07365144,0.339232455,0.008170756,0.406093539,-0.065713964,0.327604231
carelian,GPT2,-0.26476115,0.365665433,-0.011536214,0.415867904,-0.16121528,0.397407413,-0.09331266,0.234471872,-0.01149038,0.274886186,-0.07634932,0.232502757
caretaker,GPT2,-0.21156192,0.503400236,-0.001213322,0.502913953,-0.12069799,0.523192582,-0.07187913,0.348675828,0.002166584,0.366025076,-0.06089727,0.370675164
carhop,GPT2,-0.24478094,0.417394947,-0.011330143,0.417605563,-0.14462847,0.448900854,-0.07899482,0.310761404,-0.00093726,0.34531177,-0.06398012,0.343108284
caricaturist,GPT2,-0.25778136,0.383736372,-0.022145828,0.326404121,-0.1498232,0.432773912,-0.079882115,0.306033643,0.00297333,0.371408842,-0.07115308,0.278967594
caroler,GPT2,-0.27579927,0.337087326,-0.016805159,0.371438413,-0.17487073,0.355014324,-0.09213029,0.240771877,-0.008222399,0.296694852,-0.071237005,0.278217136
caroller,GPT2,-0.25437337,0.392559786,-0.011596416,0.415360261,-0.15686232,0.410921096,-0.089448586,0.25506076,-0.008993191,0.29155102,-0.07007871,0.288574623
carouser,GPT2,-0.2554957,0.389654031,-0.013228477,0.401598181,-0.15543167,0.415362522,-0.086839415,0.268963166,-0.008398939,0.295516723,-0.06777672,0.309159044
carpenter,GPT2,-0.25671118,0.386507108,-0.029252062,0.266482,-0.14190477,0.45735653,-0.079186045,0.309742503,0.004241262,0.379870306,-0.07205598,0.270893852
cartographer,GPT2,-0.24572694,0.414945717,-0.010690087,0.423002728,-0.14927994,0.434460453,-0.087338455,0.266304139,-0.009773026,0.28634684,-0.066903315,0.316969041
cartoonist,GPT2,-0.24882157,0.406933604,-0.018871492,0.354014408,-0.14799432,0.438451636,-0.09106105,0.246469092,-0.007558801,0.301123333,-0.07977198,0.201897293
case officer,GPT2,-0.18271412,0.578088273,0.008892661,0.588130952,-0.09969944,0.588382187,-0.06261015,0.398063595,-0.000582909,0.347676507,-0.04388659,0.522784857
caseworker,GPT2,-0.2816282,0.321996008,-0.022621658,0.322391765,-0.1776616,0.34635012,-0.09248981,0.238856252,-0.006983053,0.304965546,-0.07268661,0.265254752
cashier,GPT2,-0.25202593,0.398637396,-0.012347657,0.409025548,-0.14568147,0.445631835,-0.07896635,0.3109131,0.004018805,0.378385756,-0.067126356,0.314974606
castaway,GPT2,-0.2537123,0.394271321,-0.014157845,0.393761442,-0.15310222,0.422594256,-0.09605654,0.219851698,-0.013915185,0.258704403,-0.07852769,0.213023748
cat burglar,GPT2,-0.24504535,0.416710379,-0.024471045,0.30679712,-0.13635033,0.474600185,-0.083477914,0.286874202,-0.002972174,0.331731895,-0.07875123,0.211024851
cataloger,GPT2,-0.27914467,0.32842596,-0.015710171,0.380671715,-0.17306557,0.360618409,-0.09048386,0.249544525,-0.006909065,0.305459307,-0.069552906,0.293276368
catcher,GPT2,-0.26559913,0.363495872,-0.017466526,0.365861547,-0.16289783,0.392183968,-0.09290118,0.236664355,-0.009338569,0.289246161,-0.07648202,0.231316152
catechist,GPT2,-0.25353685,0.394725567,-0.01993724,0.345027667,-0.14591113,0.44491886,-0.08954643,0.254539419,-0.009816546,0.286056412,-0.07543642,0.240665919
caterer,GPT2,-0.25561956,0.389333353,-0.011486893,0.416283795,-0.15536322,0.415575024,-0.08877946,0.258626054,-0.008669486,0.293711245,-0.06906732,0.297618484
catholic,GPT2,-0.25940207,0.379540293,-0.016471118,0.374255157,-0.15447521,0.418331834,-0.086310156,0.271783209,-0.006917661,0.305401938,-0.0697985,0.291080264
cattle thief,GPT2,-0.23722869,0.436948005,-0.006539301,0.458003536,-0.14469479,0.448694965,-0.08531339,0.277094262,-0.007880721,0.298975018,-0.06602197,0.324850038
cattleman,GPT2,-0.25796604,0.383258228,-0.017010475,0.36970712,-0.15857297,0.405610415,-0.08988732,0.25272306,-0.006818815,0.306061583,-0.07281645,0.264093721
cavalier,GPT2,-0.28608274,0.310463037,-0.029713804,0.262588438,-0.17989455,0.339417969,-0.10001468,0.1987616,-0.01324445,0.26318051,-0.08060879,0.194414528
cavalryman,GPT2,-0.26766032,0.358159373,-0.027536865,0.28094511,-0.16252214,0.39335029,-0.08806212,0.262448246,-0.004401296,0.322194739,-0.07389112,0.25448401
cave dweller,GPT2,-0.25036964,0.402925593,-0.008478139,0.441654607,-0.14990339,0.432524964,-0.085020214,0.278656388,-0.00750833,0.301460146,-0.065766685,0.3271328
cave man,GPT2,-0.27698672,0.334012974,-0.023284975,0.316798456,-0.17330123,0.359886807,-0.096535936,0.217297339,-0.011898986,0.27215938,-0.07774571,0.220016222
caveman,GPT2,-0.2895223,0.301557887,-0.027373519,0.282322497,-0.18234193,0.331820123,-0.10490913,0.172682576,-0.015157149,0.250416234,-0.08625796,0.143899586
celebrity,GPT2,-0.28959182,0.301377897,-0.022978274,0.31938466,-0.17051882,0.368524747,-0.09522349,0.224290426,-0.012094405,0.270855263,-0.07746164,0.222556379
celibate,GPT2,-0.23951858,0.431019394,-0.014481261,0.391034291,-0.13847384,0.468007788,-0.08225247,0.293403716,-0.006974816,0.305020516,-0.068664186,0.301223313
cellist,GPT2,-0.23807985,0.43474432,-0.002061379,0.495762854,-0.14555159,0.446035045,-0.08837437,0.260784489,-0.012392767,0.268864163,-0.066863194,0.317327804
center fielder,GPT2,-0.17138964,0.607407776,0.002530381,0.534482094,-0.07723389,0.658126067,-0.053454928,0.446845226,0.007664759,0.4027168,-0.045478728,0.508547941
centerfielder,GPT2,-0.2580961,0.382921498,-0.014646926,0.389637349,-0.15564838,0.41468975,-0.08306156,0.289092654,-0.002904469,0.332183725,-0.06200891,0.360734866
central american,GPT2,-0.23409627,0.445057958,-0.009712653,0.431244775,-0.14293204,0.454167389,-0.0830977,0.28890009,-0.004847144,0.319219403,-0.06812861,0.306012439
centrist,GPT2,-0.21524966,0.493852539,-0.005060624,0.470472224,-0.12973303,0.495143469,-0.080326594,0.303665333,-0.007172494,0.303701326,-0.064831436,0.335495807
ceo,GPT2,-0.24078377,0.42774377,-0.004110822,0.478481276,-0.15683678,0.411000384,-0.09785834,0.210251194,-0.024394458,0.188771634,-0.068093285,0.306328316
ceramicist,GPT2,-0.20784043,0.513035313,0.003299557,0.540968045,-0.12410135,0.512626914,-0.087928645,0.263159439,-0.019068127,0.224316568,-0.06701757,0.315947372
certified public accountant,GPT2,-0.15889527,0.639756169,-0.006546636,0.457941684,-0.06665416,0.690970641,-0.041262824,0.511808231,0.023627246,0.509241452,-0.050450806,0.464087563
chain-smoker,GPT2,-0.24001823,0.429725782,-0.021362718,0.333007564,-0.12458201,0.511134714,-0.05524811,0.437290642,0.020442078,0.487985434,-0.05289964,0.442190062
chairman of the board,GPT2,-0.033962294,0.963212332,0.050124206,0.935809011,0.019927207,0.959760875,-0.011510672,0.670336175,0.013090093,0.438922425,-0.002641098,0.891602519
chairman,GPT2,-0.16834009,0.615303176,0.016184315,0.649616596,-0.09337343,0.608021167,-0.061411984,0.404447765,-0.006291173,0.30958277,-0.036967248,0.584657692
chairperson,GPT2,-0.19021598,0.558665676,0.016098524,0.648893178,-0.110614695,0.554495982,-0.0696547,0.360528225,-0.009871401,0.28569034,-0.04218726,0.537980286
chairwoman,GPT2,-0.17159127,0.606885749,0.02185041,0.697394988,-0.0873388,0.626755563,-0.063782565,0.391816633,-0.007751967,0.29983425,-0.042362,0.536417759
chamberlain,GPT2,-0.2303374,0.454789814,-0.001376833,0.501535171,-0.1403013,0.462334473,-0.083325855,0.287684415,-0.013081948,0.264264957,-0.059610724,0.382179473
chambermaid,GPT2,-0.2591322,0.380238996,-0.004105687,0.478524572,-0.15996225,0.401297421,-0.092947714,0.236416409,-0.016473655,0.241630614,-0.06712809,0.314959101
chameleon,GPT2,-0.2816373,0.321972448,-0.028586946,0.272090478,-0.17330396,0.359878332,-0.100846514,0.194329351,-0.013980375,0.258269361,-0.083371416,0.169711095
champion,GPT2,-0.27654147,0.335165743,-0.018174332,0.359893092,-0.18165898,0.333940329,-0.10717969,0.160584385,-0.02409877,0.190744889,-0.07910177,0.207890318
chancellor,GPT2,-0.24589345,0.414514617,-0.001457539,0.500854635,-0.15447217,0.418341272,-0.09331402,0.234464626,-0.016073132,0.244303479,-0.06693066,0.316724522
chandler,GPT2,-0.2611819,0.374932246,-0.005989917,0.462636123,-0.1728257,0.361363081,-0.10660386,0.163652571,-0.031917553,0.138566733,-0.07092737,0.280985896
chap,GPT2,-0.27908167,0.32858907,-0.032107245,0.24240615,-0.17106417,0.366831718,-0.09189365,0.242032762,-0.010298641,0.282839181,-0.07183563,0.272864225
chaperone,GPT2,-0.23382413,0.445762539,-0.004256032,0.477256817,-0.13758066,0.470780648,-0.08360954,0.286172861,-0.011098562,0.277500959,-0.06523868,0.331854226
chaplain,GPT2,-0.2560132,0.388314204,-0.005615913,0.465789843,-0.16568656,0.383526408,-0.09518039,0.224520075,-0.02109309,0.210803105,-0.06302683,0.351632614
character actor,GPT2,-0.19906507,0.53575505,0.001209803,0.523346545,-0.108754724,0.560270227,-0.064814314,0.386319181,0.003482077,0.374803933,-0.052266285,0.44785353
character witness,GPT2,-0.20282504,0.526020346,0.00221081,0.531787371,-0.11709682,0.534372347,-0.07255796,0.345058828,-0.002293578,0.336260466,-0.057254646,0.403247549
character,GPT2,-0.2860337,0.310590003,-0.018554593,0.356686605,-0.19391052,0.295905652,-0.11084063,0.141077853,-0.01794921,0.231783591,-0.08823078,0.126258607
charioteer,GPT2,-0.26218823,0.37232682,-0.00888446,0.438228373,-0.1692414,0.372490474,-0.108495615,0.153572762,-0.028772917,0.159552263,-0.079355545,0.205621059
charity case person,GPT2,-0.20581883,0.518269312,-0.000626697,0.507860567,-0.11376391,0.544719303,-0.067627236,0.371331131,-0.000997624,0.34490893,-0.051906936,0.451066832
charlatan,GPT2,-0.28903684,0.302814761,-0.025100945,0.301485595,-0.18452993,0.325027518,-0.10813706,0.155483245,-0.02249461,0.20145015,-0.08257197,0.17685975
charmer,GPT2,-0.32931998,0.1985202,-0.02950317,0.264364574,-0.21849506,0.219583408,-0.11767336,0.104671121,-0.02270282,0.200060674,-0.08826718,0.125933118
charter member,GPT2,-0.21463883,0.495434001,-0.000567818,0.50835706,-0.12503614,0.509724876,-0.07854556,0.313155189,-0.008649518,0.2938445,-0.059515037,0.383035107
chartered accountant,GPT2,-0.15609989,0.646993513,0.008922875,0.588385726,-0.07122519,0.676779964,-0.051438197,0.457590944,0.007748974,0.403278801,-0.04498587,0.512955083
chartist,GPT2,-0.21682513,0.489773588,0.001097661,0.522400927,-0.12695213,0.503776721,-0.08228458,0.293232625,-0.010606613,0.280783949,-0.06154192,0.364910696
charwoman,GPT2,-0.31759152,0.228885623,-0.02447769,0.306741088,-0.20306708,0.267479283,-0.11117022,0.139321704,-0.019021373,0.224628578,-0.08531028,0.152373751
chatterbox,GPT2,-0.25388512,0.393823883,-0.009155136,0.435945943,-0.1579138,0.407656796,-0.0943703,0.228836465,-0.016377755,0.242270597,-0.07191714,0.272135361
chauvinist,GPT2,-0.25577816,0.388922731,-0.003620497,0.482615855,-0.16912918,0.372838858,-0.102424465,0.185921579,-0.027600463,0.167376561,-0.06951325,0.293630973
cheapskate,GPT2,-0.24866958,0.407327112,-0.013541809,0.398956062,-0.14112554,0.459775635,-0.080744654,0.30143779,-0.010248488,0.283173874,-0.061457843,0.365662514
cheater,GPT2,-0.24626131,0.413562213,-0.01044788,0.425045097,-0.15086636,0.429535441,-0.08889196,0.258026622,-0.01427661,0.256292456,-0.067239165,0.313965867
check girl,GPT2,-0.23716828,0.437104409,-0.000855645,0.505930006,-0.13269204,0.485957278,-0.07230751,0.346393297,-0.000809698,0.346163043,-0.054128725,0.43119957
cheerer,GPT2,-0.2531367,0.395761571,-0.005131656,0.469873258,-0.16152695,0.396439839,-0.093813494,0.231803286,-0.021398652,0.208763957,-0.06322572,0.349854137
cheerleader,GPT2,-0.2543048,0.392737316,-0.00720652,0.45237732,-0.15347962,0.421422625,-0.08726756,0.266681888,-0.013199447,0.263480835,-0.06388085,0.343995958
cheesemonger,GPT2,-0.27282628,0.344784509,-0.022305954,0.325053886,-0.16031784,0.400193499,-0.07822734,0.314850756,-0.000533535,0.348006,-0.05818767,0.394904438
chef,GPT2,-0.28407642,0.315657474,-0.018975317,0.353138921,-0.17733666,0.34735889,-0.09535473,0.223591142,-0.014218076,0.256683078,-0.069369756,0.294914098
chemist,GPT2,-0.17838454,0.589297718,0.012232821,0.616296289,-0.10259954,0.579378881,-0.07686678,0.322100207,-0.014783169,0.252911966,-0.05343957,0.437362002
cherub,GPT2,-0.24489932,0.417088456,-0.000244033,0.511087316,-0.15943165,0.402944659,-0.09434748,0.228958057,-0.023943191,0.191783136,-0.058710236,0.390231647
chess master,GPT2,-0.24105018,0.427054024,-0.013630012,0.398212305,-0.14489414,0.448076087,-0.08236536,0.292802206,-0.005437383,0.315280478,-0.06500373,0.333955152
chess player,GPT2,-0.20327426,0.524857299,-0.00310101,0.486996339,-0.11087948,0.553673962,-0.06551374,0.38259244,0.000821728,0.357050262,-0.050967623,0.45946618
chevalier,GPT2,-0.26788738,0.357571507,-0.012680439,0.40621942,-0.1730142,0.360777887,-0.10350629,0.180157307,-0.02383396,0.192512082,-0.07472917,0.246990157
chief assistant,GPT2,-0.17246193,0.604631577,0.017963262,0.664617267,-0.095550254,0.601263258,-0.07194479,0.348325973,-0.007810189,0.299445706,-0.055835072,0.415941396
chief constable,GPT2,-0.16928166,0.612865416,0.003549752,0.543077774,-0.082067035,0.643121659,-0.063269265,0.394551642,-0.00173372,0.339996644,-0.053937443,0.432910016
chief executive officer,GPT2,-0.14009698,0.688425647,0.027148113,0.742066976,-0.06457811,0.697415699,-0.05136036,0.458005682,0.000986219,0.358147985,-0.03539537,0.598713443
chief executive,GPT2,-0.16481516,0.624429352,0.017197153,0.658157182,-0.08675047,0.628582022,-0.064723164,0.386804854,-0.002747712,0.333229834,-0.05070266,0.461835482
chief financial officer,GPT2,-0.13175759,0.710016641,0.010781167,0.604055461,-0.04593479,0.755293537,-0.034654807,0.547017628,0.019668452,0.48282269,-0.03684602,0.585741714
chief justice,GPT2,-0.16235255,0.630805142,0.016073292,0.648680413,-0.0874472,0.626419037,-0.065488555,0.382726633,-0.005292535,0.316247114,-0.048799567,0.478852961
chief of staff,GPT2,-0.08315198,0.835858389,0.03841594,0.83708103,-0.021660628,0.830652219,-0.033875514,0.551169924,0.008316004,0.407062843,-0.023768758,0.70267874
chief of state,GPT2,-0.088448435,0.822145669,0.03078783,0.772758277,-0.022202648,0.828969528,-0.034293443,0.548943079,0.01270248,0.436335714,-0.031783454,0.631011237
chief operating officer,GPT2,-0.12569803,0.725705069,0.024876565,0.72291253,-0.048536457,0.747216711,-0.04046037,0.516083934,0.010410636,0.421041238,-0.032683544,0.622962622
chief petty officer,GPT2,-0.1810318,0.582443862,0.015590909,0.6446128,-0.10635213,0.567729036,-0.06774383,0.370709885,-0.00508415,0.317637762,-0.048322093,0.483122539
chief secretary,GPT2,-0.20674475,0.51587207,0.020873118,0.689154138,-0.13571057,0.476586308,-0.08779489,0.263872123,-0.020051928,0.217751234,-0.051722936,0.452712163
chief,GPT2,-0.18988849,0.55951356,0.000343788,0.516044023,-0.108777456,0.560199656,-0.07762015,0.318086037,-0.006762662,0.306436318,-0.0660488,0.324610124
child molester,GPT2,-0.24710649,0.411374011,-0.007488661,0.44999821,-0.14423135,0.450133706,-0.077969074,0.316226871,-0.00285121,0.332539146,-0.06171263,0.363384205
child prodigy,GPT2,-0.21174775,0.502919115,0.004425645,0.550463592,-0.11899057,0.528493235,-0.06636724,0.378044749,0.000834428,0.357135015,-0.049829885,0.469639846
child,GPT2,-0.26144797,0.374243381,-0.01534535,0.383748006,-0.15829523,0.406472653,-0.085127994,0.278082105,-0.001497694,0.341571748,-0.07123048,0.278275483
chimneysweep,GPT2,-0.2305352,0.454277702,-0.016266184,0.375983229,-0.13048092,0.492821658,-0.07480452,0.333088516,-0.002777147,0.333033398,-0.060457855,0.374604418
